experiment,k,jl_eps,cluster_radius,lambda_eps,lambda_k,jl_dim,actual_clusters,items_assigned,lambda_min,lambda_max,lambda_mean,lambda_spread,graph_nnz,graph_sparsity,graph_density,build_time_s
627,100,0.700,2.5,4.00,50,76,78,800,0.00000000,1.00000000,0.23675138,1.00000000,2660,0.780165,0.219835,47.35
628,100,0.700,2.5,5.00,20,76,58,800,0.00000000,1.00000000,0.33178967,1.00000000,1166,0.903636,0.096364,46.46
629,100,0.700,2.5,5.00,30,76,47,800,0.00000000,1.00000000,0.28065852,1.00000000,1752,0.855207,0.144793,46.90
630,100,0.700,2.5,5.00,50,76,85,800,0.00000000,1.00000000,0.24756756,1.00000000,2644,0.781488,0.218512,47.38
631,100,0.700,3.0,1.50,20,76,3,800,0.00000000,1.00000000,0.32552678,1.00000000,1840,0.847934,0.152066,46.19
632,100,0.700,3.0,1.50,30,76,19,800,0.00000000,1.00000000,0.25117838,1.00000000,1732,0.856860,0.143140,47.41
633,100,0.700,3.0,1.50,50,76,21,800,0.00000000,1.00000000,0.21528426,1.00000000,2614,0.783967,0.216033,45.27
634,100,0.700,3.0,2.00,20,76,8,800,0.00000000,1.00000000,0.34055086,1.00000000,1164,0.903802,0.096198,47.25
635,100,0.700,3.0,2.00,30,76,14,800,0.00000000,1.00000000,0.30995508,1.00000000,1748,0.855537,0.144463,46.28
636,100,0.700,3.0,2.00,50,76,11,800,0.00000000,1.00000000,0.25430033,1.00000000,2664,0.779835,0.220165,47.21
637,100,0.700,3.0,2.50,20,76,11,800,0.00000000,1.00000000,0.28513490,1.00000000,1168,0.903471,0.096529,45.26
638,100,0.700,3.0,2.50,30,76,9,800,0.00000000,1.00000000,0.32547024,1.00000000,1758,0.854711,0.145289,46.84
639,100,0.700,3.0,2.50,50,76,13,800,0.00000000,1.00000000,0.23537563,1.00000000,2660,0.780165,0.219835,47.15
640,100,0.700,3.0,3.00,20,76,9,800,0.00000000,1.00000000,0.25430395,1.00000000,1170,0.903306,0.096694,48.22
641,100,0.700,3.0,3.00,30,76,17,800,0.00000000,1.00000000,0.25920046,1.00000000,1752,0.855207,0.144793,45.43
642,100,0.700,3.0,3.00,50,76,8,800,0.00000000,1.00000000,0.30956465,1.00000000,2654,0.780661,0.219339,47.65
643,100,0.700,3.0,4.00,20,76,8,800,0.00000000,1.00000000,0.18591014,1.00000000,1164,0.903802,0.096198,47.28
644,100,0.700,3.0,4.00,30,76,12,800,0.00000000,1.00000000,0.18462430,1.00000000,1750,0.855372,0.144628,46.69
645,100,0.700,3.0,4.00,50,76,9,800,0.00000000,1.00000000,0.27566353,1.00000000,2674,0.779008,0.220992,45.85
646,100,0.700,3.0,5.00,20,76,16,800,0.00000000,1.00000000,0.27910365,1.00000000,1166,0.903636,0.096364,45.94
647,100,0.700,3.0,5.00,30,76,23,800,0.00000000,1.00000000,0.23993404,1.00000000,1754,0.855041,0.144959,47.03
648,100,0.700,3.0,5.00,50,76,11,800,0.00000000,1.00000000,0.23042021,1.00000000,2642,0.781653,0.218347,45.37
